Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
05/04/2023 3:41:24 PM,"520","21.9","28","833.0"
05/04/2023 3:42:24 PM,"520","21.9","28","833.0"
05/04/2023 3:42:50 PM,"520","21.9","28","833.0"
05/04/2023 3:43:24 PM,"519","21.9","28","833.1"
05/04/2023 3:44:24 PM,"519","21.9","28","833.1"
05/04/2023 3:46:24 PM,"519","21.9","28","833.1"
05/04/2023 3:47:24 PM,"519","21.9","28","833.1"
05/04/2023 3:47:50 PM,"519","21.9","28","833.1"
05/04/2023 3:48:24 PM,"521","21.9","28","833.2"
05/04/2023 3:49:24 PM,"521","21.9","28","833.2"
05/04/2023 3:51:24 PM,"521","21.9","28","833.2"
05/04/2023 3:52:24 PM,"521","21.9","28","833.2"
05/04/2023 3:52:50 PM,"521","21.9","28","833.2"
05/04/2023 3:53:24 PM,"525","21.9","28","833.2"
05/04/2023 3:54:24 PM,"525","21.9","28","833.2"
05/04/2023 3:56:24 PM,"525","21.9","28","833.2"
05/04/2023 3:57:24 PM,"525","21.9","28","833.2"
05/04/2023 3:57:50 PM,"525","21.9","28","833.2"
05/04/2023 3:58:24 PM,"536","21.8","28","833.2"
05/04/2023 3:59:24 PM,"536","21.8","28","833.2"
05/04/2023 4:01:24 PM,"536","21.8","28","833.2"
05/04/2023 4:02:24 PM,"536","21.8","28","833.2"
05/04/2023 4:02:50 PM,"536","21.8","28","833.2"
05/04/2023 4:03:24 PM,"534","21.8","28","833.3"
05/04/2023 4:04:24 PM,"534","21.8","28","833.3"
05/04/2023 4:06:24 PM,"534","21.8","28","833.3"
05/04/2023 4:07:24 PM,"534","21.8","28","833.3"
05/04/2023 4:07:50 PM,"534","21.8","28","833.3"
05/04/2023 4:08:24 PM,"522","21.8","28","833.2"
05/04/2023 4:09:24 PM,"522","21.8","28","833.2"
05/04/2023 4:11:24 PM,"522","21.8","28","833.2"
05/04/2023 4:12:24 PM,"522","21.8","28","833.2"
05/04/2023 4:12:50 PM,"522","21.8","28","833.2"
05/04/2023 4:13:24 PM,"522","21.8","28","833.2"
05/04/2023 4:14:24 PM,"522","21.8","28","833.2"
05/04/2023 4:16:24 PM,"522","21.8","28","833.2"
05/04/2023 4:17:24 PM,"522","21.8","28","833.2"
05/04/2023 4:17:50 PM,"522","21.8","28","833.2"
05/04/2023 4:18:24 PM,"519","21.8","28","833.3"
05/04/2023 4:19:24 PM,"519","21.8","28","833.3"
05/04/2023 4:21:24 PM,"519","21.8","28","833.3"
05/04/2023 4:22:24 PM,"519","21.8","28","833.3"
05/04/2023 4:22:50 PM,"519","21.8","28","833.3"
05/04/2023 4:23:24 PM,"533","21.8","28","833.3"
05/04/2023 4:24:24 PM,"533","21.8","28","833.3"
05/04/2023 4:26:24 PM,"533","21.8","28","833.3"
05/04/2023 4:27:24 PM,"533","21.8","28","833.3"
05/04/2023 4:27:50 PM,"533","21.8","28","833.3"
05/04/2023 4:28:24 PM,"525","21.8","28","833.3"
05/04/2023 4:29:24 PM,"525","21.8","28","833.3"
05/04/2023 4:31:24 PM,"525","21.8","28","833.3"
05/04/2023 4:32:24 PM,"525","21.8","28","833.3"
05/04/2023 4:32:50 PM,"525","21.8","28","833.3"
05/04/2023 4:33:24 PM,"529","21.8","28","833.3"
05/04/2023 4:34:24 PM,"529","21.8","28","833.3"
05/04/2023 4:36:24 PM,"529","21.8","28","833.3"
05/04/2023 4:37:24 PM,"529","21.8","28","833.3"
05/04/2023 4:37:50 PM,"529","21.8","28","833.3"
05/04/2023 4:38:24 PM,"533","21.7","28","833.4"
05/04/2023 4:39:24 PM,"533","21.7","28","833.4"
05/04/2023 4:41:24 PM,"533","21.7","28","833.4"
05/04/2023 4:42:24 PM,"533","21.7","28","833.4"
05/04/2023 4:42:50 PM,"533","21.7","28","833.4"
05/04/2023 4:43:24 PM,"530","21.7","28","833.5"
05/04/2023 4:44:24 PM,"530","21.7","28","833.5"
05/04/2023 4:46:24 PM,"530","21.7","28","833.5"
05/04/2023 4:47:24 PM,"530","21.7","28","833.5"
05/04/2023 4:47:50 PM,"530","21.7","28","833.5"
05/04/2023 4:48:24 PM,"534","21.7","28","833.5"
05/04/2023 4:49:24 PM,"534","21.7","28","833.5"
05/04/2023 4:51:24 PM,"534","21.7","28","833.5"
05/04/2023 4:52:24 PM,"534","21.7","28","833.5"
05/04/2023 4:52:50 PM,"534","21.7","28","833.5"
05/04/2023 4:53:24 PM,"526","21.7","28","833.5"
05/04/2023 4:54:24 PM,"526","21.7","28","833.5"
05/04/2023 4:56:24 PM,"526","21.7","28","833.5"
05/04/2023 4:57:24 PM,"526","21.7","28","833.5"
05/04/2023 4:57:50 PM,"526","21.7","28","833.5"
05/04/2023 4:58:24 PM,"515","21.7","28","833.5"
05/04/2023 4:59:24 PM,"515","21.7","28","833.5"
05/04/2023 5:01:24 PM,"515","21.7","28","833.5"
05/04/2023 5:02:24 PM,"515","21.7","28","833.5"
05/04/2023 5:02:50 PM,"515","21.7","28","833.5"
05/04/2023 5:03:24 PM,"534","21.6","28","833.5"
05/04/2023 5:04:24 PM,"534","21.6","28","833.5"
05/04/2023 5:06:24 PM,"534","21.6","28","833.5"
05/04/2023 5:07:24 PM,"534","21.6","28","833.5"
05/04/2023 5:07:50 PM,"534","21.6","28","833.5"
05/04/2023 5:08:24 PM,"512","21.6","28","833.4"
05/04/2023 5:09:24 PM,"512","21.6","28","833.4"
05/04/2023 5:11:24 PM,"512","21.6","28","833.4"
05/04/2023 5:12:24 PM,"512","21.6","28","833.4"
05/04/2023 5:12:50 PM,"512","21.6","28","833.4"
05/04/2023 5:13:24 PM,"552","21.6","27","834.0"
05/04/2023 5:14:24 PM,"552","21.6","27","834.0"
05/04/2023 5:16:24 PM,"552","21.6","27","834.0"
05/04/2023 5:17:24 PM,"552","21.6","27","834.0"
05/04/2023 5:17:50 PM,"552","21.6","27","834.0"
05/04/2023 5:18:24 PM,"574","21.6","26","834.1"
05/04/2023 5:19:24 PM,"574","21.6","26","834.1"
05/04/2023 5:21:24 PM,"574","21.6","26","834.1"
05/04/2023 5:22:24 PM,"574","21.6","26","834.1"
05/04/2023 5:22:50 PM,"574","21.6","26","834.1"
05/04/2023 5:23:24 PM,"570","21.6","25","834.2"
05/04/2023 5:24:24 PM,"570","21.6","25","834.2"
05/04/2023 5:26:24 PM,"570","21.6","25","834.2"
05/04/2023 5:27:24 PM,"570","21.6","25","834.2"
05/04/2023 5:27:50 PM,"570","21.6","25","834.2"
05/04/2023 5:28:24 PM,"563","21.6","25","834.3"
05/04/2023 5:29:24 PM,"563","21.6","25","834.3"
05/04/2023 5:31:24 PM,"563","21.6","25","834.3"
05/04/2023 5:32:24 PM,"563","21.6","25","834.3"
05/04/2023 5:32:50 PM,"563","21.6","25","834.3"
05/04/2023 5:33:24 PM,"558","21.6","24","834.3"
05/04/2023 5:34:24 PM,"558","21.6","24","834.3"
05/04/2023 5:36:24 PM,"558","21.6","24","834.3"
05/04/2023 5:37:24 PM,"558","21.6","24","834.3"
05/04/2023 5:37:50 PM,"558","21.6","24","834.3"
05/04/2023 5:38:24 PM,"578","21.6","24","834.4"
05/04/2023 5:39:24 PM,"578","21.6","24","834.4"
05/04/2023 5:41:24 PM,"578","21.6","24","834.4"
05/04/2023 5:42:24 PM,"578","21.6","24","834.4"
05/04/2023 5:42:50 PM,"578","21.6","24","834.4"
05/04/2023 5:43:24 PM,"568","21.6","24","834.5"
05/04/2023 5:44:24 PM,"568","21.6","24","834.5"
05/04/2023 5:46:24 PM,"568","21.6","24","834.5"
05/04/2023 5:47:24 PM,"568","21.6","24","834.5"
05/04/2023 5:47:50 PM,"568","21.6","24","834.5"
05/04/2023 5:48:24 PM,"557","21.6","23","834.6"
05/04/2023 5:49:24 PM,"557","21.6","23","834.6"
05/04/2023 5:51:24 PM,"557","21.6","23","834.6"
05/04/2023 5:52:24 PM,"557","21.6","23","834.6"
05/04/2023 5:52:50 PM,"557","21.6","23","834.6"
05/04/2023 5:53:24 PM,"561","21.6","23","834.6"
05/04/2023 5:54:24 PM,"561","21.6","23","834.6"
05/04/2023 5:56:24 PM,"561","21.6","23","834.6"
05/04/2023 5:57:24 PM,"561","21.6","23","834.6"
05/04/2023 5:57:50 PM,"561","21.6","23","834.6"
05/04/2023 5:58:24 PM,"567","21.6","23","834.7"
05/04/2023 5:59:24 PM,"567","21.6","23","834.7"
05/04/2023 6:01:24 PM,"567","21.6","23","834.7"
05/04/2023 6:02:24 PM,"567","21.6","23","834.7"
05/04/2023 6:02:50 PM,"567","21.6","23","834.7"
05/04/2023 6:03:24 PM,"560","21.6","23","834.8"
05/04/2023 6:04:24 PM,"560","21.6","23","834.8"
05/04/2023 6:06:24 PM,"560","21.6","23","834.8"
05/04/2023 6:07:24 PM,"560","21.6","23","834.8"
05/04/2023 6:07:50 PM,"560","21.6","23","834.8"
05/04/2023 6:08:24 PM,"569","21.6","23","834.9"
05/04/2023 6:09:24 PM,"569","21.6","23","834.9"
05/04/2023 6:11:24 PM,"569","21.6","23","834.9"
05/04/2023 6:12:24 PM,"569","21.6","23","834.9"
05/04/2023 6:12:50 PM,"569","21.6","23","834.9"
05/04/2023 6:13:24 PM,"565","21.6","23","835.0"
05/04/2023 6:14:24 PM,"565","21.6","23","835.0"
05/04/2023 6:16:24 PM,"565","21.6","23","835.0"
05/04/2023 6:17:24 PM,"565","21.6","23","835.0"
05/04/2023 6:17:50 PM,"565","21.6","23","835.0"
05/04/2023 6:18:24 PM,"581","21.7","22","835.1"
05/04/2023 6:19:24 PM,"581","21.7","22","835.1"
05/04/2023 6:21:24 PM,"581","21.7","22","835.1"
05/04/2023 6:22:24 PM,"581","21.7","22","835.1"
05/04/2023 6:22:50 PM,"581","21.7","22","835.1"
05/04/2023 6:23:24 PM,"576","21.6","22","835.3"
05/04/2023 6:24:24 PM,"576","21.6","22","835.3"
05/04/2023 6:26:24 PM,"576","21.6","22","835.3"
05/04/2023 6:27:24 PM,"576","21.6","22","835.3"
05/04/2023 6:27:50 PM,"576","21.6","22","835.3"
05/04/2023 6:28:24 PM,"567","21.6","22","835.3"
05/04/2023 6:29:24 PM,"567","21.6","22","835.3"
05/04/2023 6:31:24 PM,"567","21.6","22","835.3"
05/04/2023 6:32:24 PM,"567","21.6","22","835.3"
05/04/2023 6:32:50 PM,"567","21.6","22","835.3"
05/04/2023 6:33:24 PM,"574","21.6","22","835.3"
05/04/2023 6:34:24 PM,"574","21.6","22","835.3"
05/04/2023 6:36:24 PM,"574","21.6","22","835.3"
05/04/2023 6:37:24 PM,"574","21.6","22","835.3"
05/04/2023 6:37:50 PM,"574","21.6","22","835.3"
05/04/2023 6:38:24 PM,"566","21.6","22","835.4"
05/04/2023 6:39:24 PM,"566","21.6","22","835.4"
05/04/2023 6:41:24 PM,"566","21.6","22","835.4"
05/04/2023 6:42:24 PM,"566","21.6","22","835.4"
05/04/2023 6:42:50 PM,"566","21.6","22","835.4"
05/04/2023 6:43:24 PM,"566","21.6","22","835.4"
05/04/2023 6:44:24 PM,"566","21.6","22","835.4"
05/04/2023 6:46:24 PM,"566","21.6","22","835.4"
05/04/2023 6:47:24 PM,"566","21.6","22","835.4"
05/04/2023 6:47:50 PM,"566","21.6","22","835.4"
05/04/2023 6:48:24 PM,"581","21.6","21","835.4"
05/04/2023 6:49:24 PM,"581","21.6","21","835.4"
05/04/2023 6:51:24 PM,"581","21.6","21","835.4"
05/04/2023 6:52:24 PM,"581","21.6","21","835.4"
05/04/2023 6:52:50 PM,"581","21.6","21","835.4"
05/04/2023 6:53:24 PM,"547","21.6","21","835.5"
05/04/2023 6:54:24 PM,"547","21.6","21","835.5"
05/04/2023 6:56:24 PM,"547","21.6","21","835.5"
05/04/2023 6:57:24 PM,"547","21.6","21","835.5"
05/04/2023 6:57:50 PM,"547","21.6","21","835.5"
05/04/2023 6:58:24 PM,"574","21.5","21","835.6"
05/04/2023 6:59:24 PM,"574","21.5","21","835.6"
05/04/2023 7:01:24 PM,"574","21.5","21","835.6"
05/04/2023 7:02:24 PM,"574","21.5","21","835.6"
05/04/2023 7:02:50 PM,"574","21.5","21","835.6"
05/04/2023 7:03:24 PM,"572","21.5","21","835.6"
05/04/2023 7:04:24 PM,"572","21.5","21","835.6"
05/04/2023 7:06:24 PM,"572","21.5","21","835.6"
05/04/2023 7:07:24 PM,"572","21.5","21","835.6"
05/04/2023 7:07:50 PM,"572","21.5","21","835.6"
05/04/2023 7:08:24 PM,"570","21.4","21","835.7"
05/04/2023 7:09:24 PM,"570","21.4","21","835.7"
05/04/2023 7:11:24 PM,"570","21.4","21","835.7"
05/04/2023 7:12:24 PM,"570","21.4","21","835.7"
05/04/2023 7:12:50 PM,"570","21.4","21","835.7"
05/04/2023 7:13:24 PM,"559","21.4","21","835.8"
05/04/2023 7:14:24 PM,"559","21.4","21","835.8"
05/04/2023 7:16:24 PM,"559","21.4","21","835.8"
05/04/2023 7:17:24 PM,"559","21.4","21","835.8"
05/04/2023 7:17:50 PM,"559","21.4","21","835.8"
05/04/2023 7:18:24 PM,"548","21.3","21","835.8"
05/04/2023 7:19:24 PM,"548","21.3","21","835.8"
05/04/2023 7:21:24 PM,"548","21.3","21","835.8"
05/04/2023 7:22:24 PM,"548","21.3","21","835.8"
05/04/2023 7:22:50 PM,"548","21.3","21","835.8"
05/04/2023 7:23:24 PM,"557","21.3","21","835.9"
05/04/2023 7:24:24 PM,"557","21.3","21","835.9"
05/04/2023 7:26:24 PM,"557","21.3","21","835.9"
05/04/2023 7:27:24 PM,"557","21.3","21","835.9"
05/04/2023 7:27:50 PM,"557","21.3","21","835.9"
05/04/2023 7:28:24 PM,"545","21.2","21","836.0"
05/04/2023 7:29:24 PM,"545","21.2","21","836.0"
05/04/2023 7:31:24 PM,"545","21.2","21","836.0"
05/04/2023 7:32:24 PM,"545","21.2","21","836.0"
05/04/2023 7:32:50 PM,"545","21.2","21","836.0"
05/04/2023 7:33:24 PM,"532","21.2","21","836.0"
05/04/2023 7:34:24 PM,"532","21.2","21","836.0"
05/04/2023 7:36:24 PM,"532","21.2","21","836.0"
05/04/2023 7:37:24 PM,"532","21.2","21","836.0"
05/04/2023 7:37:50 PM,"532","21.2","21","836.0"
05/04/2023 7:38:24 PM,"533","21.1","21","836.0"
05/04/2023 7:39:24 PM,"533","21.1","21","836.0"
05/04/2023 7:41:24 PM,"533","21.1","21","836.0"
05/04/2023 7:42:24 PM,"533","21.1","21","836.0"
05/04/2023 7:42:50 PM,"533","21.1","21","836.0"
05/04/2023 7:43:24 PM,"536","21.1","20","836.0"
05/04/2023 7:44:24 PM,"536","21.1","20","836.0"
05/04/2023 7:46:24 PM,"536","21.1","20","836.0"
05/04/2023 7:47:24 PM,"536","21.1","20","836.0"
05/04/2023 7:47:50 PM,"536","21.1","20","836.0"
05/04/2023 7:48:24 PM,"535","21.1","20","836.1"
05/04/2023 7:49:24 PM,"535","21.1","20","836.1"
05/04/2023 7:51:24 PM,"535","21.1","20","836.1"
05/04/2023 7:52:24 PM,"535","21.1","20","836.1"
05/04/2023 7:52:50 PM,"535","21.1","20","836.1"
05/04/2023 7:53:24 PM,"517","21.0","20","836.2"
05/04/2023 7:54:24 PM,"517","21.0","20","836.2"
05/04/2023 7:56:24 PM,"517","21.0","20","836.2"
05/04/2023 7:57:24 PM,"517","21.0","20","836.2"
05/04/2023 7:57:50 PM,"517","21.0","20","836.2"
05/04/2023 7:58:24 PM,"518","21.0","20","836.3"
05/04/2023 7:59:24 PM,"518","21.0","20","836.3"
05/04/2023 8:01:24 PM,"518","21.0","20","836.3"
05/04/2023 8:02:24 PM,"518","21.0","20","836.3"
05/04/2023 8:02:50 PM,"518","21.0","20","836.3"
05/04/2023 8:03:24 PM,"506","21.0","20","836.4"
05/04/2023 8:04:24 PM,"506","21.0","20","836.4"
05/04/2023 8:06:24 PM,"506","21.0","20","836.4"
05/04/2023 8:07:24 PM,"506","21.0","20","836.4"
05/04/2023 8:07:50 PM,"506","21.0","20","836.4"
05/04/2023 8:08:24 PM,"500","20.9","20","836.4"
05/04/2023 8:09:24 PM,"500","20.9","20","836.4"
05/04/2023 8:11:24 PM,"500","20.9","20","836.4"
05/04/2023 8:12:24 PM,"500","20.9","20","836.4"
05/04/2023 8:12:50 PM,"500","20.9","20","836.4"
05/04/2023 8:13:24 PM,"517","20.8","20","836.6"
05/04/2023 8:14:24 PM,"517","20.8","20","836.6"
05/04/2023 8:16:24 PM,"517","20.8","20","836.6"
05/04/2023 8:17:24 PM,"517","20.8","20","836.6"
05/04/2023 8:17:50 PM,"517","20.8","20","836.6"
05/04/2023 8:18:24 PM,"504","20.8","20","836.6"
05/04/2023 8:19:24 PM,"504","20.8","20","836.6"
05/04/2023 8:21:24 PM,"504","20.8","20","836.6"
05/04/2023 8:22:24 PM,"504","20.8","20","836.6"
05/04/2023 8:22:50 PM,"504","20.8","20","836.6"
05/04/2023 8:23:24 PM,"509","20.8","20","836.6"
05/04/2023 8:24:24 PM,"509","20.8","20","836.6"
05/04/2023 8:26:24 PM,"509","20.8","20","836.6"
05/04/2023 8:27:24 PM,"509","20.8","20","836.6"
05/04/2023 8:27:50 PM,"509","20.8","20","836.6"
05/04/2023 8:28:24 PM,"508","20.8","20","836.8"
05/04/2023 8:29:24 PM,"508","20.8","20","836.8"
05/04/2023 8:31:24 PM,"508","20.8","20","836.8"
05/04/2023 8:32:24 PM,"508","20.8","20","836.8"
05/04/2023 8:32:50 PM,"508","20.8","20","836.8"
05/04/2023 8:33:24 PM,"497","20.7","20","836.9"
05/04/2023 8:34:24 PM,"497","20.7","20","836.9"
05/04/2023 8:36:24 PM,"497","20.7","20","836.9"
05/04/2023 8:37:24 PM,"497","20.7","20","836.9"
05/04/2023 8:37:50 PM,"497","20.7","20","836.9"
05/04/2023 8:38:24 PM,"497","20.7","20","837.0"
05/04/2023 8:39:24 PM,"497","20.7","20","837.0"
05/04/2023 8:41:24 PM,"497","20.7","20","837.0"
05/04/2023 8:42:24 PM,"497","20.7","20","837.0"
05/04/2023 8:42:50 PM,"497","20.7","20","837.0"
05/04/2023 8:43:24 PM,"489","20.7","20","837.0"
05/04/2023 8:44:24 PM,"489","20.7","20","837.0"
05/04/2023 8:46:24 PM,"489","20.7","20","837.0"
05/04/2023 8:47:24 PM,"489","20.7","20","837.0"
05/04/2023 8:47:50 PM,"489","20.7","20","837.0"
05/04/2023 8:48:24 PM,"503","20.6","20","837.2"
05/04/2023 8:49:24 PM,"503","20.6","20","837.2"
05/04/2023 8:51:24 PM,"503","20.6","20","837.2"
05/04/2023 8:52:24 PM,"503","20.6","20","837.2"
05/04/2023 8:52:50 PM,"503","20.6","20","837.2"
05/04/2023 8:53:24 PM,"497","20.6","20","837.3"
05/04/2023 8:54:24 PM,"497","20.6","20","837.3"
05/04/2023 8:56:24 PM,"497","20.6","20","837.3"
05/04/2023 8:57:24 PM,"497","20.6","20","837.3"
05/04/2023 8:57:50 PM,"497","20.6","20","837.3"
05/04/2023 8:58:24 PM,"478","20.6","20","837.4"
05/04/2023 8:59:24 PM,"478","20.6","20","837.4"
05/04/2023 9:01:24 PM,"478","20.6","20","837.4"
05/04/2023 9:02:24 PM,"478","20.6","20","837.4"
05/04/2023 9:02:50 PM,"478","20.6","20","837.4"
05/04/2023 9:03:24 PM,"498","20.5","20","837.4"
05/04/2023 9:04:24 PM,"498","20.5","20","837.4"
05/04/2023 9:06:24 PM,"498","20.5","20","837.4"
05/04/2023 9:07:24 PM,"498","20.5","20","837.4"
05/04/2023 9:07:50 PM,"498","20.5","20","837.4"
05/04/2023 9:08:24 PM,"495","20.5","20","837.3"
05/04/2023 9:09:24 PM,"495","20.5","20","837.3"
05/04/2023 9:11:24 PM,"495","20.5","20","837.3"
05/04/2023 9:12:24 PM,"495","20.5","20","837.3"
05/04/2023 9:12:50 PM,"495","20.5","20","837.3"
05/04/2023 9:13:24 PM,"483","20.5","20","837.4"
05/04/2023 9:14:24 PM,"483","20.5","20","837.4"
05/04/2023 9:16:24 PM,"483","20.5","20","837.4"
05/04/2023 9:17:24 PM,"483","20.5","20","837.4"
05/04/2023 9:17:50 PM,"483","20.5","20","837.4"
05/04/2023 9:18:24 PM,"503","20.5","20","837.5"
05/04/2023 9:19:24 PM,"503","20.5","20","837.5"
05/04/2023 9:21:24 PM,"503","20.5","20","837.5"
05/04/2023 9:22:24 PM,"503","20.5","20","837.5"
05/04/2023 9:22:50 PM,"503","20.5","20","837.5"
05/04/2023 9:23:24 PM,"496","20.4","19","837.5"
05/04/2023 9:24:24 PM,"496","20.4","19","837.5"
05/04/2023 9:26:24 PM,"496","20.4","19","837.5"
05/04/2023 9:27:24 PM,"496","20.4","19","837.5"
05/04/2023 9:27:50 PM,"496","20.4","19","837.5"
05/04/2023 9:28:24 PM,"490","20.4","19","837.5"
05/04/2023 9:29:24 PM,"490","20.4","19","837.5"
05/04/2023 9:31:24 PM,"490","20.4","19","837.5"
05/04/2023 9:32:24 PM,"490","20.4","19","837.5"
05/04/2023 9:32:50 PM,"490","20.4","19","837.5"
05/04/2023 9:33:24 PM,"472","20.4","19","837.6"
05/04/2023 9:34:24 PM,"472","20.4","19","837.6"
05/04/2023 9:36:24 PM,"472","20.4","19","837.6"
05/04/2023 9:37:24 PM,"472","20.4","19","837.6"
05/04/2023 9:37:50 PM,"472","20.4","19","837.6"
05/04/2023 9:38:24 PM,"484","20.4","19","837.6"
05/04/2023 9:39:24 PM,"484","20.4","19","837.6"
05/04/2023 9:41:24 PM,"484","20.4","19","837.6"
05/04/2023 9:42:24 PM,"484","20.4","19","837.6"
05/04/2023 9:42:50 PM,"484","20.4","19","837.6"
05/04/2023 9:43:24 PM,"484","20.3","19","837.6"
05/04/2023 9:44:24 PM,"484","20.3","19","837.6"
05/04/2023 9:46:24 PM,"484","20.3","19","837.6"
05/04/2023 9:47:24 PM,"484","20.3","19","837.6"
05/04/2023 9:47:50 PM,"484","20.3","19","837.6"
05/04/2023 9:48:24 PM,"489","20.3","19","837.7"
05/04/2023 9:49:24 PM,"489","20.3","19","837.7"
05/04/2023 9:51:24 PM,"489","20.3","19","837.7"
05/04/2023 9:52:24 PM,"489","20.3","19","837.7"
05/04/2023 9:52:50 PM,"489","20.3","19","837.7"
05/04/2023 9:53:24 PM,"484","20.3","19","837.7"
05/04/2023 9:54:24 PM,"484","20.3","19","837.7"
05/04/2023 9:56:24 PM,"484","20.3","19","837.7"
05/04/2023 9:57:24 PM,"484","20.3","19","837.7"
05/04/2023 9:57:50 PM,"484","20.3","19","837.7"
05/04/2023 9:58:24 PM,"465","20.3","19","837.8"
05/04/2023 9:59:24 PM,"465","20.3","19","837.8"
05/04/2023 10:01:24 PM,"465","20.3","19","837.8"
05/04/2023 10:02:24 PM,"465","20.3","19","837.8"
05/04/2023 10:02:50 PM,"465","20.3","19","837.8"
05/04/2023 10:03:24 PM,"477","20.3","19","837.8"
05/04/2023 10:04:24 PM,"477","20.3","19","837.8"
05/04/2023 10:06:24 PM,"477","20.3","19","837.8"
05/04/2023 10:07:24 PM,"477","20.3","19","837.8"
05/04/2023 10:07:50 PM,"477","20.3","19","837.8"
05/04/2023 10:08:24 PM,"465","20.2","19","837.8"
05/04/2023 10:09:24 PM,"465","20.2","19","837.8"
05/04/2023 10:11:24 PM,"465","20.2","19","837.8"
05/04/2023 10:12:24 PM,"465","20.2","19","837.8"
05/04/2023 10:12:50 PM,"465","20.2","19","837.8"
05/04/2023 10:13:24 PM,"481","20.2","19","837.8"
05/04/2023 10:14:24 PM,"481","20.2","19","837.8"
05/04/2023 10:16:24 PM,"481","20.2","19","837.8"
05/04/2023 10:17:24 PM,"481","20.2","19","837.8"
05/04/2023 10:17:50 PM,"481","20.2","19","837.8"
05/04/2023 10:18:24 PM,"485","20.2","19","837.8"
05/04/2023 10:19:24 PM,"485","20.2","19","837.8"
05/04/2023 10:21:24 PM,"485","20.2","19","837.8"
05/04/2023 10:22:24 PM,"485","20.2","19","837.8"
05/04/2023 10:22:50 PM,"485","20.2","19","837.8"
05/04/2023 10:23:24 PM,"488","20.2","19","837.8"
05/04/2023 10:24:24 PM,"488","20.2","19","837.8"
05/04/2023 10:26:24 PM,"488","20.2","19","837.8"
05/04/2023 10:27:24 PM,"488","20.2","19","837.8"
05/04/2023 10:27:50 PM,"488","20.2","19","837.8"
05/04/2023 10:28:24 PM,"477","20.2","19","837.9"
05/04/2023 10:29:24 PM,"477","20.2","19","837.9"
05/04/2023 10:31:24 PM,"477","20.2","19","837.9"
05/04/2023 10:32:24 PM,"477","20.2","19","837.9"
05/04/2023 10:32:50 PM,"477","20.2","19","837.9"
05/04/2023 10:33:24 PM,"470","20.1","19","837.9"
05/04/2023 10:34:24 PM,"470","20.1","19","837.9"
05/04/2023 10:36:24 PM,"470","20.1","19","837.9"
05/04/2023 10:37:24 PM,"470","20.1","19","837.9"
05/04/2023 10:37:50 PM,"470","20.1","19","837.9"
05/04/2023 10:38:24 PM,"472","20.1","19","838.0"
05/04/2023 10:39:24 PM,"472","20.1","19","838.0"
05/04/2023 10:41:24 PM,"472","20.1","19","838.0"
05/04/2023 10:42:24 PM,"472","20.1","19","838.0"
05/04/2023 10:42:50 PM,"472","20.1","19","838.0"
05/04/2023 10:43:24 PM,"472","20.1","19","838.1"
05/04/2023 10:44:24 PM,"472","20.1","19","838.1"
05/04/2023 10:46:24 PM,"472","20.1","19","838.1"
05/04/2023 10:47:24 PM,"472","20.1","19","838.1"
05/04/2023 10:47:50 PM,"472","20.1","19","838.1"
05/04/2023 10:48:24 PM,"473","20.1","19","838.1"
05/04/2023 10:49:24 PM,"473","20.1","19","838.1"
05/04/2023 10:51:24 PM,"473","20.1","19","838.1"
05/04/2023 10:52:24 PM,"473","20.1","19","838.1"
05/04/2023 10:52:50 PM,"473","20.1","19","838.1"
05/04/2023 10:53:24 PM,"462","20.1","19","838.1"
05/04/2023 10:54:24 PM,"462","20.1","19","838.1"
05/04/2023 10:56:24 PM,"462","20.1","19","838.1"
05/04/2023 10:57:24 PM,"462","20.1","19","838.1"
05/04/2023 10:57:50 PM,"462","20.1","19","838.1"
05/04/2023 10:58:24 PM,"470","20.0","19","838.2"
05/04/2023 10:59:24 PM,"470","20.0","19","838.2"
05/04/2023 11:01:24 PM,"470","20.0","19","838.2"
05/04/2023 11:02:24 PM,"470","20.0","19","838.2"
05/04/2023 11:02:50 PM,"470","20.0","19","838.2"
05/04/2023 11:03:24 PM,"486","20.0","19","838.3"
05/04/2023 11:04:24 PM,"486","20.0","19","838.3"
05/04/2023 11:06:24 PM,"486","20.0","19","838.3"
05/04/2023 11:07:24 PM,"486","20.0","19","838.3"
05/04/2023 11:07:50 PM,"486","20.0","19","838.3"
05/04/2023 11:08:24 PM,"477","20.0","19","838.2"
05/04/2023 11:09:24 PM,"477","20.0","19","838.2"
05/04/2023 11:11:24 PM,"477","20.0","19","838.2"
05/04/2023 11:12:24 PM,"477","20.0","19","838.2"
05/04/2023 11:12:50 PM,"477","20.0","19","838.2"
05/04/2023 11:13:24 PM,"478","20.0","19","838.2"
05/04/2023 11:14:24 PM,"478","20.0","19","838.2"
05/04/2023 11:16:24 PM,"478","20.0","19","838.2"
05/04/2023 11:17:24 PM,"478","20.0","19","838.2"
05/04/2023 11:17:50 PM,"478","20.0","19","838.2"
05/04/2023 11:18:24 PM,"472","19.9","19","838.1"
05/04/2023 11:19:24 PM,"472","19.9","19","838.1"
05/04/2023 11:21:24 PM,"472","19.9","19","838.1"
05/04/2023 11:22:24 PM,"472","19.9","19","838.1"
05/04/2023 11:22:50 PM,"472","19.9","19","838.1"
05/04/2023 11:23:24 PM,"478","19.9","19","838.1"
